Time_seconds,EI_raw,EI_median,Blink,Delta_filt_avg_smoothed,Theta_filt_avg_smoothed,Alpha_filt_avg_smoothed,Beta_filt_avg_smoothed,Gamma_filt_avg_smoothed,Heart_Rate
20.6,3.5545592558285493,3.5545592558285493,0,4.97156113344697,4.481964790666089,6.137067166076302,37.74597832977781,17.72675926800187,76.92759517314394
21.6,3.505507266586483,3.505507266586483,0,4.8199915238421935,4.515712226892952,6.143634894307986,37.36641879043759,18.03824634502931,65.65402910104189
22.6,3.4578394571649764,3.4578394571649764,0,4.6759992447932754,4.549374560344727,6.150299939658641,36.99775666493359,18.33586198888655,71.27534254655929
23.6,3.411562829486489,3.411562829486489,0,4.539605559643304,4.582922040057442,6.1570526275331074,36.640098365578424,18.619498766261277,76.1478460940597
24.6,3.366680742559976,3.366680742559976,0,4.4108105693285005,4.616326304156396,6.163883521971176,36.29352482237952,18.889083608661437,67.6294023204645
25.6,3.323193153554574,3.323193153554574,0,4.289593776062243,4.649560372960958,6.170783411277782,35.95809238288897,19.144577146298616,64.30372038678158
26.6,3.2810968612475446,3.2810968612475446,0,4.175914718424497,4.682598631481488,6.177743286084629,35.63383377780133,19.38597297044914,69.1326401796654
27.6,3.240385749564951,3.240385749564951,0,4.06971367189985,4.71541680187051,6.184754310868442,35.320759141538836,19.613296831074173,66.7315323599934
28.6,3.201051029036691,3.201051029036691,0,3.97091240880688,4.747991906201097,6.191807790270497,35.01885707584567,19.826605776045263,70.31122688038911
29.6,3.1630814741795437,3.1630814741795437,0,3.879415011539073,4.780302219804097,6.198895131792501,34.72809574419631,20.025987237825653,68.14321238186504
30.529,3.1264636551110803,3.1264636551110803,1,3.79510873311967,4.812327215329494,6.206007806605453,34.44842398591716,20.21155807286393,68.03491590423744
30.6,3.0911821620028004,3.0911821620028004,0,3.7178648991947467,4.844047497721082,6.213137310331051,34.17977244061911,20.38346355864931,67.92661942660982
31.6,3.0572198212050306,3.0572198212050306,0,3.6475398456390353,4.87544473037792,6.220275125727996,33.92205467462524,20.541876353709792,67.77827484139007
32.6,3.024557902017983,3.024557902017983,0,3.5839758859158843,4.906501552870953,6.227412689159751,33.67516830112453,20.686995426580413,60.40812542762634
33.6,2.9931763132282336,2.9931763132282336,0,3.5270023023442976,4.937201490675573,6.234541362473707,33.43899608552323,20.81904496024614,67.63864129280007
