TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-02-15 16:26:54.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-FDD4
2026-02-15 16:26:55.360,0.9540748019270318,0.8477455894208517,0.28635122505582494,1.333906003502979,0.8815921905776932,0.0,0.0,0.6409623698699182,0.6210675340762388,0.756975961016712,0.3147375034191416,1.053342570497748,1.908621078749075,1.2734417027194032,1.8319222698583282,1.3416156903537342,0.9136698231767696,1.1972297994189538,0.45653018759711617,0.9515824916746922,904.801292500647,754.0734684758364,700.5276284175472,726.757623367555,593.5334994059754,0.0,0.11025154825278274,0.9894425634860965,0.0,0.0,4.622666739930386,1090632.2067228304,77794325.40864708,44129196.23517313,64.895433878476,1.0,1.0,1.0,1.0,1.0,70.0,
2026-02-15 16:26:56.360,0.8568173530778517,0.8759721003837738,0.7735825750975958,0.29780795075691435,0.22364078332591839,0.26866524814058834,0.4169596246478313,1.2556403845055142,0.9402102802305504,0.7827154253176394,0.28074129838042566,0.8568635468067777,1.8437275614868622,1.3491785516580208,1.3799192634492718,1.7898622778175932,0.7926644782078252,1.3596576694001703,1.1714683731399993,1.2268722654881978,817.9729532258517,789.0277215961738,734.4877315874128,810.3446479494372,708.151922005215,0.0,0.15840576944192758,0.9860580065720455,0.0,0.5383936361137645,0.4578683441739332,883112.629641919,77464408.87509443,41239061.3187676,63.90497097054645,1.0,1.0,1.0,1.0,1.0,69.99944413563091,
2026-02-15 16:26:57.360,1.1003853132408967,0.09289132051991951,0.4665555029911013,0.44569704868329224,0.8827719956068271,0.0,0.16686058901587594,1.18392048355142,0.7287683118657013,0.29604160384577505,0.40533752012555846,0.9085020881771204,1.928515097501429,1.1550993712707383,1.2625784739587804,1.3040518758764938,1.2367523860361767,0.9679965285117897,1.5137771428183324,0.8037161168674449,749.4479242961343,818.4492914021931,813.7857357818617,820.011278568132,743.5872129321028,0.0,0.15517167342805002,0.9866601945298853,0.0,0.5114035533997758,1.1873555474034738,1053841.35997958,74578740.32862562,42365004.15520681,59.04024214107509,1.0,1.0,1.0,1.0,1.0,69.9988882712618,
2026-02-15 16:26:58.360,0.4717280508780586,0.2881883215555241,0.14965123019718737,0.8143763507171513,0.8056687685975623,0.3382094371201647,0.0,0.7416825801191496,0.7229497750989518,0.7665141882364777,1.0882640853209218,1.0333872078700002,1.796210762290085,1.6542658366414238,1.2879843934907027,1.6558020571412924,1.5272884233343762,0.7193110023899896,1.151407721981686,1.5491545098499266,783.006020879637,751.3708873865611,793.6812005328782,774.6119104023074,843.1709172704564,0.0,0.11120726280283387,0.9704300042447146,1.4954619385187673,0.0,3.305574326434668,1118981.6553304985,77756321.00234057,43002428.029220626,71.03710032396143,1.0,1.0,1.0,1.0,1.0,69.99833240689271,
2026-02-15 16:26:59.360,1.2764815974507344,0.0,0.44143424483282545,0.42167372169992784,0.9706745226319542,0.59008493034651,0.0,0.8755712438796993,0.9375992490601633,0.2768435034001348,0.4297681861301063,0.6475532088712077,1.6698394510524899,0.8196300586194502,1.5631971673449065,1.8427016160811436,0.7489846985510327,1.0663712961148286,0.44659390328835236,1.2756340674346678,938.4747338933518,820.7075766175212,841.9075484650133,735.2255022708414,800.7797853934995,0.0,0.06562907460713846,0.950922997243199,0.0,7.437067865958467,0.0,1277811.574211454,77715601.25386983,44093148.30039865,70.29967383864604,1.0,1.0,1.0,1.0,1.0,69.99777654252362,
2026-02-15 16:27:00.360,1.0046666265379094,0.4909513345219319,0.0,0.0,0.7067919912273412,0.0,0.4268007067756599,0.6581993757883782,1.3172373957095402,0.0,0.9710293617604611,1.068936493897808,2.281348503257868,0.88331615814327,1.6107435690742213,1.338084881866776,1.5535354532240657,1.474251640725539,0.8351920736795014,1.1290150933456518,718.8792551785597,787.9747354735331,735.3115341545197,800.2412426950126,748.8767411404726,0.0,0.17442652812757162,0.9695695998251621,0.0,0.0,4.108524010638391,1079847.2400083013,70284734.21162303,40739162.97341899,64.97666522998315,1.0,1.0,1.0,1.0,1.0,69.99722067815453,
2026-02-15 16:27:01.360,0.33098621710697035,0.04653030302843283,0.26872983946630086,0.8116360189586294,1.2677513463350332,0.4833148817578334,0.3222253911538504,1.1418607265192928,0.81476444918269,0.5907126860187295,0.45625625935125685,0.7739962620153151,1.2867491327172897,1.7399282706704924,1.225024507837112,2.225915609997415,0.7526549285064813,0.9715025843464223,1.0745423641905678,0.9519619298461869,828.1789291255408,884.2920865739486,769.3284134354898,795.7921560286685,581.2744270712503,0.0,0.10088012463587696,0.9450201132260745,2.447147443775971,0.0,4.5294184727271345,1224003.0761403812,76577408.20733456,45616986.11758493,60.5242544658494,1.0,1.0,1.0,1.0,1.0,69.99666481378543,
2026-02-15 16:27:02.360,0.5771111015646954,0.0,0.0,0.39110457826080275,1.02457715139626,0.44538828183632967,0.04059312176431898,0.7089211788385431,0.9452102932050289,0.8602091085378784,0.7267282687466013,0.7524879307644967,1.4742061484422844,1.554373406397865,1.4265695702211514,1.2918131551371326,0.9050416471593754,1.0498503664516528,1.4816128056033524,1.2969309358119456,710.5088350843289,809.4526487124158,778.487199042016,753.7942812796492,724.1977163104497,0.0,0.17066023432726812,0.9690342278167214,0.0,4.778048361689894,0.0,978190.8896779572,76379487.90918092,40691682.51931132,64.14628277315862,1.0,1.0,1.0,1.0,1.0,69.99610894941634,
2026-02-15 16:27:03.360,0.87172959304088,0.3128088193114579,0.4130408205288451,0.6772317668458978,1.119508984195791,0.3778901621616138,0.0,0.40669356874534224,0.9615311450063911,0.719082372730885,0.2110043433193397,0.8108607570447773,1.5018868699147472,1.758629945069424,1.0099466380173319,1.0421602037777564,1.9435027021833609,1.4649103201376001,1.009604782981808,0.8950379297129863,822.338509806939,812.3771335352765,755.5741620778724,787.2782159935339,752.0306790440659,0.0,0.11951501984839577,0.976193042619315,0.010479224635086215,0.0,0.0,882247.9484142496,69560598.2720029,43448956.728470124,73.55804167429655,1.0,1.0,1.0,1.0,1.0,69.99555308504725,
